DATA_DATE_E,PRO_M,ERR_TIME_R,ERR_DEV,ERR_TYPE,RES_TYPE
2014/3/16 15:57,重合成功,,,原因不明,
2014/3/16 21:52,重合成功,,令克,用户原因,用户运行和维护管理不到位
2014/3/16 23:09,重合不成,2014/3/17 3:33,电缆附件,设备本体,设备质量问题
2014/3/17 2:12,无重合闸,2014/3/17 3:10,电缆附件,设备本体,设备质量问题
2014/3/17 7:55,重合成功,,,原因不明,
2014/3/17 12:34,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/17 13:33,接地,2014/3/17 14:09,架空导线,设备本体,设备老化
2014/3/18 7:29,重合成功,,架空导线,外力因素,建设施工
2014/3/18 9:28,重合成功,,,原因不明,
2014/3/18 9:37,接地,2014/3/18 11:22,电缆,设计安装不当,安装工艺不当
2014/3/18 16:56,重合成功,,架空导线,外力因素,建设施工
2014/3/18 17:30,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/18 18:12,重合不成,2014/3/18 19:00,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/18 21:05,重合成功,,,原因不明,
2014/3/19 4:17,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 4:17,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 4:28,重合成功,,令克,雷击,雷击故障
2014/3/19 6:25,重合成功,,配电变压器,雷击,雷击故障
2014/3/19 6:47,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 6:47,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 7:00,重合不成,2014/3/19 8:47,架空导线,雨雪大风,大雨、强风
2014/3/19 9:18,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 9:19,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 9:25,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 9:25,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 9:33,重合成功,,架空导线,雨雪大风,大雨、强风
2014/3/19 9:47,重合成功,,架空导线,雷击,雷击故障
2014/3/19 9:47,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:05,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:14,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:15,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:18,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:20,重合成功,,,原因不明,
2014/3/19 10:21,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:22,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:23,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:24,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:31,接地,2014/3/19 13:46,架空导线,雷击,雷击故障
2014/3/19 10:33,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:34,重合成功,,令克,雷击,雷击故障
2014/3/19 10:35,重合成功,,令克,雷击,雷击故障
2014/3/19 10:35,重合成功,,令克,雷击,雷击故障
2014/3/19 10:35,重合成功,,令克,雷击,雷击故障
2014/3/19 10:35,重合成功,,令克,雷击,雷击故障
2014/3/19 10:37,重合成功,,架空导线,雷击,雷击故障
2014/3/19 10:38,重合成功,,令克,雷击,雷击故障
2014/3/19 10:40,重合成功,,令克,雷击,雷击故障
2014/3/19 10:40,重合成功,,令克,雷击,雷击故障
2014/3/19 10:42,重合成功,,令克,雷击,雷击故障
2014/3/19 10:50,接地,2014/3/19 12:15,架空导线,雷击,雷击故障
2014/3/19 10:54,重合成功,,令克,雷击,雷击故障
2014/3/19 12:43,重合成功,,架空导线,外力因素,建设施工
2014/3/19 13:00,接地,2014/3/19 16:04,避雷器,雨雪大风,大雨、强风
2014/3/19 13:33,重合不成,2014/3/19 15:21,柱开,外力因素,鸟害等小动物
2014/3/19 13:40,重合不成,2014/3/19 15:30,绝缘子,雷击,雷击故障
2014/3/19 16:13,重合成功,,柱开,外力因素,鸟害等小动物
2014/3/19 16:34,接地,2014/3/19 17:45,架空导线,雷击,雷击故障
2014/3/19 20:55,重合成功,,,原因不明,
2014/3/19 21:09,重合成功,,,原因不明,
2014/3/20 7:55,重合成功,,,原因不明,
2014/3/20 8:53,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/20 12:56,重合成功,,,原因不明,
2014/3/20 17:29,重合成功,,令克,用户原因,用户运行和维护管理不到位
2014/3/21 2:18,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/21 2:38,无重合闸,2014/3/21 4:46,配电变压器,用户原因,用户运行和维护管理不到位
2014/3/21 8:20,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/21 8:54,重合成功,,,原因不明,
2014/3/21 9:29,重合不成,2014/3/21 11:28,配电变压器,用户原因,用户运行和维护管理不到位
2014/3/21 10:52,重合不成,2014/3/21 11:16,架空导线,外力因素,建设施工
2014/3/21 11:33,重合成功,,,原因不明,
2014/3/21 11:46,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/21 13:55,重合不成,2014/3/21 14:57,架空导线,其他原因,35kV及以上输变电设施影响
2014/3/21 14:03,重合不成,2014/3/21 15:05,架空导线,用户原因,外力破坏
2014/3/21 14:54,重合不成,2014/3/21 16:01,电缆,外力因素,建设施工
2014/3/21 15:23,重合不成,2014/3/21 15:55,电缆,用户原因,外力破坏
2014/3/21 16:13,接地,2014/3/21 17:20,电缆附件,设备本体,设备老化
2014/3/21 16:35,重合不成,2014/3/21 17:39,令克,设备本体,设备老化
2014/3/21 16:35,重合不成,2014/3/21 17:58,电缆,用户原因,用户运行和维护管理不到位
2014/3/21 23:26,重合不成,2014/3/22 0:28,拉线,外力因素,车辆
2014/3/22 8:59,重合成功,,架空导线,外力因素,建设施工
2014/3/22 9:15,接地,2014/3/22 10:24,电缆,外力因素,建设施工
2014/3/22 9:40,重合成功,,,原因不明,
2014/3/22 11:15,重合成功,,,原因不明,
2014/3/22 17:11,重合不成,2014/3/22 18:29,架空导线,外力因素,车辆
2014/3/22 20:31,重合成功,,,原因不明,
2014/3/22 21:43,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/3/23 9:43,重合不成,2014/3/23 11:43,架空导线,外力因素,建设施工
2014/3/23 15:22,重合不成,2014/3/23 17:13,架空导线,外力因素,建设施工
2014/3/23 18:01,重合不成,2014/3/23 20:50,电缆,外力因素,外部火灾
2014/3/24 6:28,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/24 17:19,重合不成,2014/3/24 20:09,金具,设备本体,设备老化
2014/3/25 6:57,重合成功,,柱开,设备本体,设备老化
2014/3/25 7:02,重合不成,2014/3/25 8:51,架空导线,外力因素,鸟害等小动物
2014/3/25 7:02,重合成功,,,原因不明,
2014/3/25 7:44,重合不成,2014/3/25 9:06,架空导线,雨雪大风,大雨、强风
2014/3/25 8:03,重合不成,2014/3/25 10:25,架空导线,雨雪大风,大雨、强风
2014/3/25 8:09,重合不成,2014/3/25 10:03,柱开,设计安装不当,安装工艺不当
2014/3/25 8:09,重合成功,,,原因不明,
2014/3/25 8:10,重合不成,2014/3/25 11:20,架空导线,外力因素,鸟害等小动物
2014/3/25 8:12,重合成功,,柱开,设备本体,设备老化
2014/3/25 8:20,重合不成,2014/3/25 10:17,架空导线,雨雪大风,大雨、强风
2014/3/25 8:27,重合成功,,拉线,外力因素,车辆
2014/3/25 12:00,接地,2014/3/25 13:20,配电变压器,用户原因,设备老旧
2014/3/26 1:57,重合成功,,,原因不明,
2014/3/26 7:09,重合不成,2014/3/26 10:05,其它,用户原因,用户运行和维护管理不到位
2014/3/26 9:25,接地,2014/3/26 10:00,柱开,设备本体,设备老化
2014/3/26 9:46,重合不成,2014/3/26 11:12,避雷器,设备本体,设备老化
2014/3/26 12:55,重合不成,2014/3/26 17:12,架空导线,外力因素,建设施工
2014/3/26 13:49,重合成功,,,原因不明,
2014/3/26 13:59,重合成功,,架空导线,设计安装不当,安装工艺不当
2014/3/26 20:44,无重合闸,2014/3/26 21:21,电缆附件,设备本体,设备质量问题
2014/3/26 23:15,无重合闸,2014/3/27 1:23,环网柜,设计安装不当,安装工艺不当
2014/3/27 6:35,重合不成,2014/3/27 8:11,架空导线,运行维护不当,树线矛盾
2014/3/27 10:35,重合成功,,令克,用户原因,用户运行和维护管理不到位
2014/3/27 13:24,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/27 17:11,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/3/27 19:10,重合成功,,,原因不明,
2014/3/27 22:34,重合成功,,,原因不明,
2014/3/28 2:43,重合成功,,架空导线,外力因素,车辆
2014/3/28 12:36,重合成功,,架空导线,设备本体,设备老化
2014/3/28 17:18,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/3/28 21:55,无重合闸,2014/3/28 22:25,配电变压器,设备本体,设备老化
2014/3/28 22:10,无重合闸,2014/3/28 22:34,配电变压器,用户原因,用户运行和维护管理不到位
2014/3/29 5:54,重合成功,,,原因不明,
2014/3/29 8:49,重合成功,,,原因不明,
2014/3/29 9:22,重合成功,,配电变压器,设备本体,设备老化
2014/3/29 10:32,接地,2014/3/29 11:00,电缆,用户原因,外力破坏
2014/3/29 11:00,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/3/29 14:05,重合成功,,,原因不明,
2014/3/29 15:39,重合不成,2014/3/29 18:00,架空导线,雨雪大风,大雨、强风
2014/3/30 3:55,重合成功,,,原因不明,
2014/3/30 9:27,重合成功,,架空导线,外力因素,建设施工
2014/3/30 16:51,重合不成,2014/3/30 17:41,架空导线,外力因素,建设施工
2014/3/31 8:07,重合成功,,,原因不明,
2014/3/31 9:10,重合成功,,,原因不明,
2014/3/31 9:21,重合成功,,,原因不明,
2014/3/31 17:24,重合不成,2014/3/31 17:43,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/1 7:02,重合不成,2014/4/1 8:39,架空导线,雨雪大风,大雨、强风
2014/4/1 7:51,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/1 10:59,重合成功,,架空导线,雨雪大风,大雨、强风
2014/4/1 11:12,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/1 11:23,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/1 17:09,重合成功,,,原因不明,
2014/4/2 13:31,重合成功,,,原因不明,
2014/4/2 17:56,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/3 6:26,重合成功,,架空导线,雨雪大风,大雨、强风
2014/4/3 10:12,重合不成,2014/4/3 11:26,柱开,设备本体,设备老化
2014/4/3 10:15,重合不成,2014/4/3 11:01,架空导线,外力因素,建设施工
2014/4/3 10:24,无重合闸,2014/4/3 11:02,配电变压器,用户原因,用户运行和维护管理不到位
2014/4/3 13:27,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/3 14:46,重合不成,2014/4/3 15:04,架空导线,外力因素,建设施工
2014/4/3 15:05,重合不成,2014/4/3 17:57,杆塔,外力因素,车辆
2014/4/3 19:18,重合不成,2014/4/3 20:12,电缆,用户原因,用户运行和维护管理不到位
2014/4/3 19:40,重合成功,,,原因不明,
2014/4/3 19:45,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/3 19:45,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/4 8:10,重合成功,,避雷器,设备本体,设备老化
2014/4/4 9:15,接地,2014/4/4 9:52,架空导线,外力因素,建设施工
2014/4/4 10:17,重合不成,2014/4/4 12:00,电缆,外力因素,建设施工
2014/4/4 12:23,重合不成,2014/4/4 13:25,杆塔,外力因素,车辆
2014/4/4 12:36,重合不成,2014/4/4 13:34,电缆,用户原因,外力破坏
2014/4/4 15:51,重合不成,2014/4/4 16:21,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/4 17:16,重合不成,2014/4/4 23:15,电缆附件,设备本体,设备老化
2014/4/5 0:04,接地,2014/4/5 10:50,电缆附件,设备本体,设备老化
2014/4/5 5:01,重合成功,,,原因不明,
2014/4/5 8:55,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/5 8:58,重合成功,,,原因不明,
2014/4/5 10:39,重合不成,2014/4/5 12:07,架空导线,外力因素,建设施工
2014/4/5 10:45,重合不成,2014/4/5 11:42,电缆,外力因素,建设施工
2014/4/5 13:23,重合不成,2014/4/5 13:54,架空导线,外力因素,建设施工
2014/4/5 14:11,接地,2014/4/5 14:54,令克,用户原因,用户运行和维护管理不到位
2014/4/5 14:48,重合不成,2014/4/5 15:23,柱开,设计安装不当,未按设计规程施工
2014/4/5 14:59,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/4/5 15:35,重合成功,,柱开,用户原因,外力破坏
2014/4/5 17:00,重合成功,,令克,设备本体,设备老化
2014/4/5 20:24,重合不成,2014/4/5 23:11,架空导线,设计安装不当,设计不当
2014/4/6 9:27,重合不成,2014/4/6 9:54,电缆,用户原因,外力破坏
2014/4/6 11:46,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/6 12:15,重合成功,,,原因不明,
2014/4/6 14:13,重合不成,2014/4/6 15:28,架空导线,外力因素,建设施工
2014/4/6 14:13,重合不成,2014/4/6 15:28,架空导线,外力因素,建设施工
2014/4/6 16:21,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/6 18:59,重合不成,2014/4/6 20:10,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/6 23:53,重合成功,,,原因不明,
2014/4/7 14:46,重合不成,2014/4/7 15:50,架空导线,外力因素,建设施工
2014/4/7 16:32,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/8 3:30,重合成功,,,原因不明,
2014/4/8 3:56,重合成功,,,原因不明,
2014/4/8 8:07,重合成功,,,原因不明,
2014/4/8 9:23,重合不成,2014/4/8 10:21,柱开,设计安装不当,安装工艺不当
2014/4/8 13:15,重合成功,,,原因不明,
2014/4/8 14:22,重合不成,2014/4/8 16:12,架空导线,设计安装不当,设计不当
2014/4/8 16:05,重合不成,2014/4/8 18:00,绝缘子,设备本体,设备老化
2014/4/8 20:37,无重合闸,2014/4/8 22:19,电缆附件,设备本体,设备质量问题
2014/4/9 7:02,重合不成,2014/4/9 8:42,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/9 7:51,重合不成,2014/4/9 8:37,架空导线,外力因素,建设施工
2014/4/9 8:03,重合不成,2014/4/9 10:06,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/9 9:15,重合不成,2014/4/9 10:37,电缆,用户原因,用户运行和维护管理不到位
2014/4/9 9:42,重合成功,,,原因不明,
2014/4/9 11:46,接地,2014/4/9 12:55,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/9 11:51,重合成功,,,原因不明,
2014/4/9 14:35,接地,2014/4/9 15:40,其它,用户原因,用户运行和维护管理不到位
2014/4/9 15:05,重合不成,2014/4/9 15:45,拉线,其他原因,低压影响
2014/4/9 19:04,接地,2014/4/9 19:45,拉线,外力因素,车辆
2014/4/10 7:38,重合成功,,,原因不明,
2014/4/10 7:50,重合不成,2014/4/10 8:50,架空导线,设备本体,设备老化
2014/4/10 8:17,接地,2014/4/10 9:34,其它,用户原因,用户运行和维护管理不到位
2014/4/10 12:46,接地,2014/4/10 14:09,,原因不明,
2014/4/10 13:32,无重合闸,2014/4/10 15:11,电缆,外力因素,建设施工
2014/4/10 13:34,重合成功,,架空导线,雨雪大风,大雨、强风
2014/4/10 13:53,重合不成,2014/4/10 15:08,架空导线,外力因素,建设施工
2014/4/10 16:05,重合成功,,,原因不明,
2014/4/11 0:46,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/4/11 8:17,重合成功,,,原因不明,
2014/4/11 10:20,重合不成,2014/4/11 11:26,架空导线,外力因素,建设施工
2014/4/11 16:07,重合不成,2014/4/11 17:01,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/11 18:06,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/11 18:54,接地,2014/4/11 19:38,电缆,外力因素,建设施工
2014/4/11 21:52,重合不成,2014/4/11 23:15,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/12 6:14,重合不成,2014/4/12 8:22,电缆附件,设备本体,设备老化
2014/4/12 7:18,重合不成,2014/4/12 8:46,架空导线,雨雪大风,大雨、强风
2014/4/12 8:34,重合不成,2014/4/12 9:47,架空导线,外力因素,鸟害等小动物
2014/4/12 15:02,重合成功,,,原因不明,
2014/4/12 15:02,重合成功,,,原因不明,
2014/4/12 22:02,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/4/13 3:26,无重合闸,2014/4/13 5:23,电缆,设备本体,设备质量问题
2014/4/13 5:47,重合成功,,,原因不明,
2014/4/13 8:14,重合成功,,架空导线,设备本体,设备老化
2014/4/13 8:14,重合成功,,架空导线,设备本体,设备老化
2014/4/13 9:42,重合不成,2014/4/13 11:02,架空导线,其他原因,35kV及以上输变电设施影响
2014/4/14 5:08,重合成功,,,原因不明,
2014/4/14 7:43,重合不成,2014/4/14 8:47,架空导线,外力因素,建设施工
2014/4/14 8:56,重合不成,2014/4/14 9:50,拉线,外力因素,建设施工
2014/4/14 9:10,重合成功,,柱开,设备本体,设备老化
2014/4/14 13:06,接地,2014/4/14 14:12,电缆,外力因素,建设施工
2014/4/14 15:24,重合不成,2014/4/14 19:12,电缆,用户原因,外力破坏
2014/4/14 18:59,无重合闸,2014/4/14 20:20,配电变压器,用户原因,用户运行和维护管理不到位
2014/4/14 22:49,重合成功,,,原因不明,
2014/4/15 3:35,重合成功,,,原因不明,
2014/4/15 11:42,重合不成,2014/4/15 13:18,架空导线,外力因素,外部异物（如，漂浮物）
